CÓDIGO DANE,DEPARTAMENTO,MUNICIPIO,CENTRO POBLADO,NATURALEZA DE LA BIBLIOTECA,TIPO DE BIBLIOTECA,NOMBRE DE LA BIBLIOTECA,DIRECCIÓN DE LA BIBLIOTECA,BARRIO,TELÉFONOS DE CONTACTO,EXTENSIÓN,FAX,PÁGINA WEB DE LABIBLIOTECA,ESTADO DE LA BIBLIOTECA,GEOREFERENCIA
47980008,MAGDALENA,ZONA BANANERA,SEVILLA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL ANIBAL REDONDO ORELLANO,PRADO SEVILLA ZONA BANANERA CASA Nº 10,PRADO SEVILLA,3135650328/3023519755/,,,www.zonabananera-magdalena.gov.co/,ABIERTA,"(10.6524300°,-74.1666400°)"
23168000,CORDOBA,CHIMA,CHIMÁ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL NELO ORTIZ QUINTERO,CALLE 4 CARRERA 7 FRENTE AL PARQUE (CALLE PRINCIPAL ANTIGUO COLEGIO DE NIÑAS),CALLE CENTRAL,7679853/3005517970/,,,,ABIERTA,"(9.1492775°,-75.6317410°)"
73236000,TOLIMA,DOLORES,DOLORES,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA GERMAN ARCINIEGAS,CARRERA 9 - ENSEGUIDA BRIGADA MÓVIL 21 EJÉRCITO NACIONAL,OBRERO,2268131/3105543821/,,2268131,www.dolores-tolima.gov.co,ABIERTA,"(3.5359067°,-74.9008835°)"
66440000,RISARALDA,MARSELLA,MARSELLA,ESTATAL,MUNICIPAL, BIBLIOTECA PÚBLICA LEON DE GREIFF,CASA DE LA CULTURA,CENTRO,3686537/3148338919/3117974211/3686537,,,http://library.hesperian.org/Marsella,ABIERTA,"(4.9338700°,-75.7397000°)"
20001002,CESAR,VALLEDUPAR,ATANQUEZ,ESTATAL,RESGUARDO INDÍGENA,BIBLIOTECA PÚBLICA KANKUAKA,RESGUARDO INDIGENA KANKUAMO – ATANQUEZ CALLE PRINCIPAL ,ATANQUEZ,5712366/3207411027/,,,,ABIERTA,"(10.6993171°,-73.3521250°)"
5895000,ANTIOQUIA,ZARAGOZA,ZARAGOZA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE ZARAGOZA,FINAL DE LA CALLE OLAYA HERRERA - ANTIGUO HOSPITAL.,CENTRO,8388136/3116338962/,,,,ABIERTA,"(7.4873818°,-74.8670107°)"
5001000,ANTIOQUIA,MEDELLIN,MEDELLÍN,ESTATAL,RURAL,"PARQUE BIBLIOTECA JOSÉ HORACIO BETANCUR, CORREGIMIENTO SAN ANTONIO DE PRADO",CALLE 50 E SUR N° 75a 94,El Vergel,3852972/3013907930/4194997,,,www.bibliotecasmedellin.gov.co,ABIERTA,"(6.2110709°,-75.5791785°)"
5001061,ANTIOQUIA,MEDELLIN,ORIENTE,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA ÁVILA,Carrera 28 A # 38 F 59,La Milagrosa,2695718/3136590910/2695718,,,http://www.bibliotecasmedellin.gov.co/,ABIERTA,"(6.2266539°,-75.5592661°)"
25324000,CUNDINAMARCA,GUATAQUI,GUATAQUÍ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE GUATAQUI,calle 6° N° 2- 36,CENTRO,3108753048-3107769678-3223482335/3213333132/,,,http://www.guataqui-cundinamarca.gov.co/,ABIERTA,"(4.5164580°,-74.7898690°)"
18001000,CAQUETA,FLORENCIA,FLORENCIA,ESTATAL,MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL LA GLORIA,Kilómetro 3 vía Morelia,Urbanizacion la Gloria,4348954/3127616331/3107786875/4348954,,,,ABIERTA,"(1.4873063°,-75.7256656°)"
5088000,ANTIOQUIA,BELLO,BELLO,ESTATAL,MUNICIPAL,BIBLIOTECA COMUNAL SANTA ANA,Carrera 56 N°46-03,Santa Ana,2758249/3207740990/2983555,,,https://www.facebook.com/redbibliotecasbello,ABIERTA,"(6.3391094°,-75.5556395°)"
5656000,ANTIOQUIA,SAN JERONIMO,SAN JERÓNIMO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL JOAQUÍN VILLA JIMÉNEZ,CARRERA 9 # 18 -75,LA RONDA,8582249/8582024/8582283  /3146959099/,,,,ABIERTA,"(6.4424492°,-75.7262590°)"
5040000,ANTIOQUIA,ANORI,ANORÍ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA LEÓN ZAFIR,CARRERA 35 N° 28B-85,PLAZA DE FERIAS,8350223  /3148496709/8350223,,,,ABIERTA,"(7.0736111°,-75.1458333°)"
68250000,SANTANDER,EL PEÑON,EL PEÑÓN,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL FEISAL MUSTAFA BARBOSA,SECTOR 11 DE MARZO,CASCO URBANO,/3222007947/,,,http://www.elpenon-santander.gov.co,ABIERTA,"(6.5502561°,-72.8327156°)"
25377000,CUNDINAMARCA,LA CALERA,LA CALERA,ESTATAL,RURAL,"BIBLIOTECA PUBLICA ""AMADEO RODRIGUEZ"" MARQUEZ","VEREDA MARQUEZ AL LADO DE LA ESCUELA MARQUEZ  TEATRO LA BARANDA
",SECTOR ALTAMISAR,8756622/3195050675/8756622,,8600031,http://www.lacalera-cundinamarca.gov.co/Paginas/de,ABIERTA,"(4.7988799°,-73.9913800°)"
76001012,VALLE DEL CAUCA,CALI,NAVARRO,ESTATAL,RURAL,BIBLIOTECA PÚBLICA RURAL NAVARRO,INSPECCION CORREGIMIENTO NAVARRO ,NAVARRO,3113275138/3226135342/,60,,,ABIERTA,"(3.3833600°,-76.4666500°)"
76364000,VALLE DEL CAUCA,JAMUNDI,JAMUNDÍ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL ABEL ELÍ GUERRERO,Carrera 12 Nº 1 -105 Condominio los Naranjos – Barrio / El Rosario (Finca),El Rosario,5190967/3178860127/00000000,571,,,ABIERTA,"(3.2653258°,-76.5408954°)"
76497000,VALLE DEL CAUCA,OBANDO,OBANDO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL JOSE MARIA OBANDO,CRA 2 No. 3 - 42,CENTRO,205 31 23/3166436292/2053123,,2053123,bibliotecajosemariaobando.blogspot,ABIERTA,"(4.5755900°,-75.9730400°)"
5088000,ANTIOQUIA,BELLO,BELLO,ESTATAL,MUNICIPAL,BIBLIOTECA COMUNAL HERMOSA PROVINCIA,TRANSVERSAL 56A NO 55-40,Barrio Hermosa Provincia,2758249/3014619368/4985529,,,https://www.facebook.com/search/top/?q=red%20de%20,ABIERTA,"(6.3423495°,-75.5618468°)"
68245000,SANTANDER,EL GUACAMAYO,EL GUACAMAYO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DOMINGO SABIO,CALLE 4 NUMERO 5- 07 ANTIGUA ESCUELA URBANA LAS COLINAS,CENTRO,3133219107/3133219107/,,,www.elguacamayo-santander.gov.co,ABIERTA,"(6.2465400°,-73.4954000°)"
76520002,VALLE DEL CAUCA,PALMIRA,AMAIME,ESTATAL,RURAL,BIBLIOTECA PÚBLICA DEL CORREGIMIENTO DE AMAIME MARIA MELBA DOMINGUEZ DE BRAND,CALLE 5 No. 13-34,Caseta comunal,3148026873/3187154052/2554396,,,https://www.palmira.gov.co/,ABIERTA,"(3.6055100°,-76.2767700°)"
8001000,ATLANTICO,BARRANQUILLA,"DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO DE BARRANQUILLA",PRIVADA,MUNICIPAL,BIBLIOTECA LA MANGA,CARRERA 21 84-37,LA MANGA,"3643417/3046444370
/",,3643417,,ABIERTA,"(10.9707415°,-74.8245918°)"
20228002,CESAR,CURUMANI,SAN ROQUE,ESTATAL,RURAL,BIBLIOTECA PÚBLICA  CORREGIMIENTO DE SAN ROQUE,CALLE 7 CARRERA 6 ESQUINA,11 DE NOVIEMBRE,5750094/3014291954/,,,curumani-cesar.gov.co,ABIERTA,"(9.2906035°,-73.5152381°)"
91001000,AMAZONAS,LETICIA,LETICIA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE LETICIA,"CASA DE LA CULTURA MAESTRO ALFONSO DAVILA RIBEIRO
",CENTRO URBANO,3202896123/3202896123/,,,,ABIERTA,"(-4.2031650°,-69.9359070°)"
68298000,SANTANDER,GAMBITA,GAMBITA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL CRISANTO VALENZUELA Y CONDE,CARRERA 8 N° 3a-09,casa de mercado ,/3102362203/,,,www.gambita-santander.gov.co,ABIERTA,"(5.9463900°,-73.3451800°)"
5001000,ANTIOQUIA,MEDELLIN,MEDELLÍN,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA PILOTO FILIAL JUAN ZULETA FERRER,"CARRERA 49A N° 80-46, CAMPO VALDES",CAMPO VALDES,2118232/2122037 /3216173801/2118232,,2118232,bibliotecapiloto.gov.co,ABIERTA,"(6.2739692°,-75.5585143°)"
13673000,BOLIVAR,SANTA CATALINA,SANTA CATALINA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL ROMULO BUSTOS AGUIRRE,Barrio Villa Rosita,Calle de l Cruz,3126787195/3126787195/,,,https://goo.gl/P6TfRM,ABIERTA,"(10.6027920°,-75.2878800°)"
47660000,MAGDALENA,SABANAS DE SAN ANGEL,SAN ÁNGEL,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE SABANAS DE SAN ANGEL,CALLE 3 Nº 1 A - 31,SAN NICOLAS,3205844113/3022087860/,,,www.sabanasdesanangel-magdalena.gov.co,ABIERTA,"(10.0901269°,-74.2989136°)"
73226000,TOLIMA,CUNDAY,CUNDAY,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE CUNDAY,CARRERA 8 CALLE 8 ESQUINA,INSTITUCION EDUCATIVA SAN ANTONIO,2477090/3142399280/,,,https://www.facebook.com/search/top/?init=quick&q=,ABIERTA,"(4.0608259°,-74.6941680°)"
15403000,BOYACA,LA UVITA,LA UVITA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA CLAUDIA CRISTINA LOPEZ MONTAÑEZ,ENTRE LA CARRERA 2  CON CALLE 4,LOS SAUCES,7895331 /3124115497/,,,,ABIERTA,"(6.3169200°,-72.5609000°)"
5125000,ANTIOQUIA,CAICEDO,CAICEDO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL SAN JUAN BOSCO,CALLE 3 N° 3 - 01,LOS GIRASOLES,8572021/3136537095/,,8572002,www.facebook.com/biblioteca.caicedo,ABIERTA,"(6.4044300°,-75.9822600°)"
76001034,VALLE DEL CAUCA,CALI,PIZAMOS,ESTATAL,MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  SOMOS PACIFICO,"Carrera 28B #121 B-55
", Potrero  Grande,/3155868030/,,,,ABIERTA,"(3.4205292°,-76.4854742°)"
8606000,ATLANTICO,REPELON,REPELÓN,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL JOSE DAVID MONCTEZUMA RECUERO,CALLE 7A N°.  6-03,PLAZA,/3126659815/,,,,ABIERTA,"(10.4935700°,-75.1194700°)"
52227008,NARIÑO,CUMBAL,TALAMBI,ESTATAL,RESGUARDO INDÍGENA,BIBLIOTECA PÚBLICA DE TALLAMBI,RESGUARDO INDÍGENA DE  MAYASQUER,TALLAMBI ,/0044450363012974/,,,,ABIERTA,"(0.8833700°,-78.0166700°)"
25781002,CUNDINAMARCA,SUTATAUSA,LAS PEÑAS,ESTATAL,RURAL,BIBLIOTECA PÚBLICA DE PEÑAS DE CAJON,ESCUELA PEÑAS DE CAJÓN,VEREDA PEÑAS DE CAJÓN,8582020/3212547557/,,,http://www.sutatausa-cundinamarca.gov.co/index.sht,ABIERTA,"(4.8071340°,-74.2194270°)"
27160000,CHOCO,CERTEGUI,CÉRTEGUI,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DANIEL PALACIOS MARTINEZ,CARRERA 5 CALLE 3,BARRIO SANTANDER,/3147640231/,,,,ABIERTA,"(5.4001790°,-76.5999410°)"
13006000,BOLIVAR,ACHI,ACHÍ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA DEL MUNICIPIO DE ACHI,CLL-13#15-25,Villa Yaneth,6820302/3116844859/6820302,,,www.achi-bolivar.gov.co,ABIERTA,"(8.5677180°,-74.5548110°)"
5148000,ANTIOQUIA,EL CARMEN DE VIBORAL,EL CARMEN DE VIBORAL,ESTATAL,MUNICIPAL,"BIBLIOTECA PÚBLICA MUNICIPAL ""JESUS ANTONIO ARANGO GALLO""",CALLE 34 N° 28-02,El Edén,5433355  /5433355/5433355,,,www.elcarmendeviboral-antioquia.gov.co,ABIERTA,"(6.0865937°,-75.3349839°)"
5649000,ANTIOQUIA,SAN CARLOS,SAN CARLOS,COMUNITARIA,MUNICIPAL,BIBLIOTECA PUBLICA JUAN XXIII,CARRERA 20 N° 22-09,SECTOR CASA DE LA CULTURA,8357131/3233937903/8357131,,,,ABIERTA,"(6.1877500°,-74.9928300°)"
25513000,CUNDINAMARCA,PACHO,PACHO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL GUILLERMO RUIZ LARA,CALLE 10 N° 21 -60,LA PALMITA,854 09 50/3103104702/,,,https://www.facebook.com/search/top/?q=bibliored%2,ABIERTA,"(5.1346380°,-74.1598123°)"
8001000,ATLANTICO,BARRANQUILLA,"DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO DE BARRANQUILLA",COMUNITARIA,MUNICIPAL,BIBLIOTECA POPULAR DEL BARRIO LA PAZ,CARRERA 13 N°  100 -75,LA PAZ,3481528/ 3481020 /3481528/,,,http://biblopaz.wordpress.com/,ABIERTA,"(10.9626029°,-74.8406016°)"
5490000,ANTIOQUIA,NECOCLI,NECOCLÍ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DEL MUNICIPIO DE NECOCLI,"CARRERA 51 N° 49 - 55
","CENTRO
","8214984/ 8214830/3104041272
/",,,,ABIERTA,"(8.4241710°,-76.7863660°)"
19585000,CAUCA,PURACE,COCONUCO,ESTATAL,RESGUARDO INDÍGENA,BIBLIOTECA PÚBLICA ANATOLIO QUIRA,RESGUARDO INDIGENA PURACE ,VEREDA CHAPIO,3113411440/3148919450/,,,https://www.facebook.com/profile.php?id=1000116618,ABIERTA,"(2.3419030°,-76.4960650°)"
15676000,BOYACA,SAN MIGUEL DE SEMA,SAN MIGUEL DE SEMA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL HERNANDO OSPINA ANDRADE,CALLE 4 N; 3-61,EL PROGRESO,3103290129/3209124309/7347002,,7347002,,ABIERTA,"(5.5500820°,-73.7500190°)"
25815000,CUNDINAMARCA,TOCAIMA,TOCAIMA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE TOCAIMA,CALLE 6 N° 61-50 BARRIO KENNEDY,Kennedy,/3203762900/,,,,ABIERTA,"(4.4519032°,-74.6498128°)"
15514000,BOYACA,PAEZ,PÁEZ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE PAEZ,NO HAY NOMENCLATURA,CENTRO,3123303316/3123303316/,,,,ABIERTA,"(5.1010270°,-73.0513840°)"
13688000,BOLIVAR,SANTA ROSA DEL SUR,SANTA ROSA DEL SUR,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA ROSA DEL SUR,CARRERA 11 CON CALLE 13  JUNTO AL SALON GUARDABOSQUES,AVENIDA BETANIA.- BARRIO LAS ACACIAS,3183727464/3162739415/3125414258 ,,,https://goo.gl/qQ6fef,ABIERTA,"(7.9630810°,-74.0523580°)"
68547000,SANTANDER,PIEDECUESTA,PIEDECUESTA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL ELOY VALENZUELA,CARRERA 8 N° 10-65,CENTRO,6550253/3166196133/,,,www.alcaldiadepiedecuesta.gov.co,ABIERTA,"(6.9852802°,-73.0489448°)"
15325000,BOYACA,GUAYATA,GUAYATÁ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL JORGE BARRETO MORENO,CARRERA 4 N°  2-40,CENTRO,7535030 Alcaldia/3228361378/7535030,,,https://www.facebook.com/Biblioteca-municipal-Jorg,ABIERTA,"(4.9630582°,-73.4908319°)"
23670000,CORDOBA,SAN ANDRES SOTAVENTO,SAN ANDRÉS DE SOTAVENTO,ESTATAL,MUNICIPAL,BIBLIOTECA MUNICIPAL PASCUAL OROZCO MADRID,CALLE LA POPA NO.7E-2,CENTRO,3045821578/3005277876/,,,,ABIERTA,"(9.1456450°,-75.5088620°)"
25320002,CUNDINAMARCA,GUADUAS,LA PAZ DE CALAMOIMA,ESTATAL,MUNICIPAL,BIBLIOTECA PUBLICA DEL CORREGIMIENTO LA PAZ DE CALAMOIMA,CASA DE LA CULTURA DE CALAMOIMA-SIN NOMENCLATURA,CENTRO,/3125154217/,,,,ABIERTA,"(5.2167000°,-74.6333000°)"
5665000,ANTIOQUIA,SAN PEDRO DE URABA,SAN PEDRO DE URABA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL CARLOS ALFREDO HURTADO LÓPEZ ,CARRERA 50 N° 52-114,EL CENTRO,8205896 / 8205503  /3126791171/,,8205503,,ABIERTA,"(8.2833333°,-76.3833333°)"
5607000,ANTIOQUIA,RETIRO,RETIRO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA ROBERTO ESCOBAR ISAZA,CALLE 20 N° 23-64,CENTRO,5412260 /3005122244/5411610,,,,ABIERTA,"(6.0573830°,-75.5044415°)"
15790000,BOYACA,TASCO,TASCO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE TASCO,TRANSVERSAL 7 N° 3 - 28,ANTONIO ARREDONDO,787 90 60/3124565233 /,103,,www.tasco-boyaca.gov.co,ABIERTA,"(5.9099320°,-72.7806900°)"
5001000,ANTIOQUIA,MEDELLIN,MEDELLÍN,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA CENTRO OCCIDENTAL,Calle 39D No.112-81 Interior 101,El Salado. San Javier,4928888/3016766604/5112133,103,,http://bibliotecasmedellin.gov.co/biblioteca-centr,ABIERTA,"(6.2535649°,-75.6251650°)"
5647000,ANTIOQUIA,SAN ANDRES DE CUERQUIA,SAN ANDRÉS DE CUERQUÍA,ESTATAL,MUNICIPAL,BIBLIOTECA PRESBITERO SANTIAGO LÓPEZ PALACIOS,"CARRERA 30/ NARIÑO N° 30-24CASA DE LA CULTURA ""ANDRÉS DE VALDIVIA""",NARIÑO,8618166  /3225623788/,,,,ABIERTA,"(6.9153290°,-75.6744500°)"
5030000,ANTIOQUIA,AMAGA,AMAGÁ,ESTATAL,MUNICIPAL,"BIBLIOTECA PÙBLICA  MUNICIPAL ""EMIRO KASTOS""",CARRERA 51 N° 49 - 67,CENTRAL,8470413 /3127859712/8470413,,8471197,amaga-antioquia.gov.co,ABIERTA,"(6.0398343°,-75.7040737°)"
5659000,ANTIOQUIA,SAN JUAN DE URABA,SAN JUAN DE URABÁ,ESTATAL,MUNICIPAL,"BIBLIOTECA PÚBLICA MUNICIPAL ""WATARU HAYASHI""",CARRERA 21 N° 18-59 ,CENTRO,8212582/3136109951/,,,,ABIERTA,"(8.7628200°,-76.5262200°)"
70670000,SUCRE,SAMPUES,SAMPUÉS,ESTATAL,MUNICIPAL,BIBLIOTECA  FERMINA DAZA PERDOMO,CARRERA 20 N° 25-58,CENTRO,2830707/3003805835/,,,www.sampues-sucre.gov.co,ABIERTA,"(9.1848096°,-75.3764416°)"
66001000,RISARALDA,PEREIRA,PEREIRA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL RAMON CORREA MEJIA,CARRERA 10 N° 16-60 - CENTRO CULTURAL LUCY TEJADA PISO 2,CENTRO CULTURAL LUCY TEJADA,"3248733/3015627002/3117381716
/",,,,ABIERTA,"(4.8119548°,-75.6924209°)"
52381003,NARIÑO,LA FLORIDA,TUNJA GRANDE,ESTATAL,RURAL,BIBLIOTECA PÚBLICA  MUNICIPAL JOSÉ MARÍA APRAEZ TUNJA GRANDE,Corregimiento de Tunja Grande,Divino Niño,3103941594/3205955953/,,,https://goo.gl/a9Vzf1,ABIERTA,"(1.3542600°,-77.3215200°)"
68370000,SANTANDER,JORDAN,JORDÁN SUBE,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE LA PAZ,CARRERA 7 N° 1-10,CASCO URBANO,3197644361/3013353838/,,,,ABIERTA,"(6.7181713°,-73.1231585°)"
25817000,CUNDINAMARCA,TOCANCIPA,TOCANCIPÁ,ESTATAL,RURAL,BIBLIOTECA PÚBLICA ANA STELLA GOMEZ DE CHÁVEZ,SALON COMUNAL VERGANZO,LA ESTACION,3213237605/3219060965/,,,http://www.tocancipa-cundinamarca.gov.co/index.sht,ABIERTA,"(4.9702800°,-73.9664000°)"
19780000,CAUCA,SUAREZ,SUÁREZ,ESTATAL,MUNICIPAL,BIBLIOTECA MUNICIPAL MARCO FIDEL SUAREZ,CARRERA 6 ENTRE CALLE 5 BARRIO EL CENTRO,BARRIO EL CENTRO,3103536696/3127844243/,,,http://suarez-cauca.gov.co,ABIERTA,"(2.9888290°,-76.6935270°)"
5380000,ANTIOQUIA,LA ESTRELLA,LA ESTRELLA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL BERNARDO ARANGO MACÍAS,CARRERA 60 N° 82 SUR 45,PARQUE,2792022/2794361   /3004478179/,,,www.laestrella.gov.co,ABIERTA,"(6.1556468°,-75.6436982°)"
15087000,BOYACA,BELEN,BELÉN,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL CARLOS ALBERTO  OLANO VALDERRAMA,CARRERA 6 N° 6 - 22,CENTRO,7870229/3112487321/7870229,,7870468,www.belen-boyaca.gov.co,ABIERTA,"(5.9889200°,-72.9134500°)"
5001000,ANTIOQUIA,MEDELLIN,MEDELLÍN,ESTATAL,RURAL,BIBLIOTECA PÚBLICA CORREGIMENTAL EL LIMONAR,CALLE 57 SUR # 61 - 02,EL LIMONAR,2865923/2868775 /3015034398 /4380614,,,,ABIERTA,"(6.2338390°,-75.5275660°)"
5313000,ANTIOQUIA,GRANADA,GRANADA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA JESUS MARÍA YÉPES,CARRERA 21 N°  21-07,parque,8320549  /3122950909/,113,,,ABIERTA,"(6.1430153°,-75.1832980°)"
68770000,SANTANDER,SUAITA,SUAITA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL JUAN CRISOSTOMO DE ECHEVERRIA,CALLE 5 N° 8- 44,CENTRO,7580243/3123816775/,112,7580243,www.suaita-santander.gov.co,ABIERTA,"(6.1015700°,-73.4423400°)"
15764000,BOYACA,SORACA,SORACÁ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL SAN FRANCISCO  DE SORACA,AL LADO DEL COLISEO - SIN NOMENCLATURA,CENTRO,/3132261327/7404270,,,https://www.facebook.com/profile.php?id=1000101839,ABIERTA,"(5.5007130°,-73.3332250°)"
76001006,VALLE DEL CAUCA,CALI,LA CASTILLA,ESTATAL,RURAL,BIBLIOTECA PÚBLICA RURAL LA CASTILLA,CORREGIMIENTO LA CASTILLA CABECERA,VEREDA EL FILO,3128029315/3128029315/,,,,ABIERTA,"(3.4961326°,-76.5863882°)"
13052000,BOLIVAR,ARJONA,ARJONA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DEL MUNICIPIO DE ARJONA,CALLE DEL MERCADO INSTITUTO DE CULTURA,BARRIO EL MERCADO,6292091                                           /3205495339/6294084,,,https://goo.gl/DJDASL,ABIERTA,"(10.1680380°,-75.3336810°)"
8421001,ATLANTICO,LURUACO,ARROYO DE PIEDRA,ESTATAL,RURAL,BIBLIOTECA PÚBLICA FRANCISCO PACHO BOLAÑO,Calle 2 con Cra 4 #405,Arroyo de Piedra,/3107205991/3991000,,,,ABIERTA,"(10.6315800°,-75.1036440°)"
52110000,NARIÑO,BUESACO,BUESACO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE BUESACO,CAM BUESACO CARRERA 2 N° 8 – 17,CENTRO,3146244716/3158479218/,,,www.buesaco-narino.gov.co,ABIERTA,"(1.3838393°,-77.1562961°)"
5113000,ANTIOQUIA,BURITICA,BURITICÁ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE BURITICA,CARRERA 6A  N° 4A-31 LA BIBLIOTECA ESTA DENTRO DE LA CASA DE LA CULTURA,DIAGONAL PARQUE PRINCIPAL,8527016  /3216191535/8527016,,,,ABIERTA,"(6.7195910°,-75.9067300°)"
5890000,ANTIOQUIA,YOLOMBO,YOLOMBÓ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA PRESBITERO JESUS EMILIO RAMIREZ,PLAZOLETA RICARDO OLANO - NO HAY NOMENCLATURA,PLAZOLETA RICARDO OLANO, 8654478 /3137696263  /8654427,,,www.yolombo-antioquia.gov.co,ABIERTA,"(6.6668670°,-75.0001000°)"
5206000,ANTIOQUIA,CONCEPCION,CONCEPCIÓN,ESTATAL,MUNICIPAL,BIBLIOTECA JOSÉ MARÍA CÓRDOBA,CARRERA CÓRDOBA N° 17-84,CONCEPCIÓN,8567273 /3122881431/8567273,,8567273,,ABIERTA,"(6.3946310°,-75.2594380°)"
5142000,ANTIOQUIA,CARACOLI,CARACOLÍ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE CARACOLI ANTIOQUIA,Carrera 19 N° 19-03,La estación de ferrocarril,8336026/3106100150/3008977120,112,,https://www.facebook.com/Alcalde-Luis-Emilio-Giral,ABIERTA,"(6.4074300°,-74.7569900°)"
5790000,ANTIOQUIA,TARAZA,TARAZÁ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE TARAZÁ,CALLE 43 - LA AVENIDA,LA AVENIDA,8369052/3058149251/,,,https://www.facebook.com/Biblioteca-municipal-tara,ABIERTA,"(7.5800280°,-75.3994940°)"
5001000,ANTIOQUIA,MEDELLIN,MEDELLÍN,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA POBLADO,Calle 3Bsur29B56,Poblado,3858040/3122651253/,,,www.bibliotecasmedellin.gov.co,ABIERTA,"(6.1969670°,-75.5624020°)"
27787000,CHOCO,TADO,TADÓ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE TADO EDUARDO ANTONIO ROSERO PEREA,CALLE 5 N° 16-21 -FRENTE AL PARQUE REY BARULE,REYES,946795045/3216218582/,,,www.tado-choco.gov.co,ABIERTA,"(5.2644243°,-76.5583648°)"
15516005,BOYACA,PAIPA,PANTANO DE VARGAS,ESTATAL,RURAL,BIBLIOTECA PÚBLICA MUNICIPAL RAFAEL BERNAL JIMENEZ,PANTANO DE VARGAS MONUMENTO LOS CATORCE LANCEROS CALLE 24 N° 21 - 31 OFC. CULTURA Y JUVENTUD,SECTOR CENTRO,7850109/7850131  /3144671299 /7850109,,,www.paipa-boyaca.gov.co,ABIERTA,"(5.7353460°,-73.0912690°)"
